# ./genrand 0 1024 1000 4 5678
# random trace
RD 00000178 8 5347781749692463458
RD 00000174 1 -79
RD 000003F8 8 -6869714848933900209
RD 0000023E 1 -82
RD 000003C7 1 -19
RD 00000240 8 -6606407140429377230
RD 00000188 8 7906198976211207886
RD 00000011 1 -99
RD 00000308 8 -5623670414734414157
RD 00000148 8 -249861959712427749
RD 00000100 4 -1918460464
RD 000001E0 4 984942426
RD 00000128 8 8305665085734397266
RD 00000226 1 -58
RD 000002D0 8 4998864348357417051
RD 000001EC 4 -1934962735
RD 000001B0 8 -8568605236457922997
RD 000001E6 2 -28256
RD 00000194 2 25982
RD 0000018C 2 31904
RD 0000004C 4 1104712404
RD 0000027A 2 -10540
RD 000001CC 2 16942
RD 0000026C 4 -1956440205
RD 0000019D 1 83
RD 00000010 4 1067314207
RD 00000000 8 -2455048322393384160
RD 00000152 2 -11849
RD 000002A8 8 -6284726132605259423
RD 00000019 1 121
RD 000002D0 8 4998864348357417051
RD 00000058 4 522827019
RD 0000021E 1 72
RD 00000020 4 509404932
RD 000000A0 8 1084867637192561805
RD 00000360 4 58340504
RD 000002A8 1 -88
RD 00000000 8 -2455048322393384160
RD 0000037C 1 18
RD 00000020 8 2187877526309905604
RD 00000348 8 -3059246755699077003
RD 000001F0 8 -3131502171106797896
RD 000001FC 4 102697281
RD 00000090 8 -4104801179829502316
RD 000003DC 4 492319698
RD 000002B0 8 -8654503204615836235
RD 00000303 1 61
RD 0000027A 2 -10540
RD 00000300 8 8805988892545490400
RD 0000022A 1 -78
RD 00000186 2 9575
RD 00000160 2 31998
RD 00000034 2 29863
RD 000003C8 8 4922333915478115713
RD 000002A0 4 -1637950435
RD 00000246 2 20786
RD 000002D0 8 4998864348357417051
RD 00000044 1 -97
RD 000003F0 4 765107853
RD 00000088 4 1306026306
RD 00000220 8 3523119041364412059
RD 00000388 8 -8044094158134304110
RD 0000012C 2 -7536
RD 00000118 2 26706
RD 00000374 4 -1555042823
RD 000000E0 4 179281353
RD 000000C2 2 32506
RD 000001C0 8 4593653830685676087
RD 000003DA 1 -80
RD 0000028E 1 72
RD 00000200 2 -10992
RD 00000182 2 22642
RD 00000302 2 10301
RD 00000080 4 -1338841849
RD 00000290 8 366185362545466493
RD 0000010C 4 -274732350
RD 000002B4 1 93
RD 00000282 2 -8800
RD 000002F6 2 11807
RD 0000030C 4 -1545490765
RD 000000F0 8 -3256234280400967013
RD 00000234 4 1872155248
RD 00000028 2 -31646
RD 00000306 2 -25120
RD 000002A0 8 -7034943550612353964
RD 00000190 8 -7264390528928698961
RD 0000022E 2 7679
RD 00000338 8 -1773107427846589331
RD 000000F8 8 8957285158258280659
RD 00000368 8 -4746550442149873114
RD 00000308 2 -19980
RD 000001F8 4 -561292844
RD 000003CB 1 -99
RD 000001AC 2 18522
RD 000000B8 4 -1540127963
RD 00000064 4 1461406957
RD 00000190 8 -7264390528928698961
RD 00000108 8 -3041919856206157118
RD 00000086 2 -2634
RD 000003E0 8 5593571961659456877
RD 000001B0 8 -8568605236457922997
RD 000003FA 1 -34
RD 00000032 1 -67
RD 00000163 1 -11
RD 0000000C 4 654108253
RD 000002C4 1 -28
RD 00000290 8 366185362545466493
RD 00000232 1 -18
RD 00000024 1 -81
RD 00000360 2 890
RD 000002F4 4 -367186401
RD 000003D8 4 -254955326
RD 00000045 1 51
RD 0000005C 2 -26710
RD 0000032A 1 -116
RD 0000034E 1 80
RD 00000260 2 23211
RD 00000290 8 366185362545466493
RD 00000314 4 -1850302469
RD 000000F4 2 -25792
RD 00000390 2 19756
RD 000001F4 4 -439314760
RD 00000218 8 305694836214006
RD 000003CC 1 -47
RD 000000B8 8 -6614799232460368352
RD 00000198 2 -18864
RD 000002D0 8 4998864348357417051
RD 000001F0 8 -3131502171106797896
RD 00000012 2 -5089
RD 000001AD 1 90
RD 000002AC 4 1534259553
RD 000000CC 4 729971464
RD 00000000 8 -2455048322393384160
RD 00000084 1 78
RD 000003B4 2 27266
RD 000001A0 2 22615
RD 00000110 2 28530
RD 00000090 8 -4104801179829502316
RD 0000025E 1 88
RD 00000296 1 92
RD 00000099 1 -11
RD 0000035E 2 4405
RD 000002C0 8 -3237658365222767731
RD 00000300 8 8805988892545490400
RD 00000080 8 -5750281954659273290
RD 0000026E 1 23
RD 00000008 8 1567602629209286237
RD 000003C8 1 68
RD 00000028 8 -8907540983790172003
RD 0000004C 4 1104712404
RD 00000128 8 8305665085734397266
RD 00000240 8 -6606407140429377230
RD 000001A0 8 6365621240025002495
RD 0000014D 1 117
RD 0000011A 2 -27855
RD 000001C0 4 1069543378
RD 000000D9 1 59
RD 00000130 8 149846620824134805
RD 000000C0 8 -5003359570604357691
RD 000003A4 4 -724755867
RD 0000037C 4 313587478
RD 000002FB 1 44
RD 000002EE 2 11297
RD 00000356 1 68
RD 000000B8 8 -6614799232460368352
RD 000002CC 4 -798992297
RD 0000032E 1 -22
RD 000002F0 4 263505363
RD 000002A8 8 -6284726132605259423
RD 000000B2 2 12311
RD 000003A4 4 -724755867
RD 00000018 4 1987690513
RD 00000170 8 5979628999187811295
RD 0000026C 4 -1956440205
RD 00000208 4 -1979666666
RD 000000D4 1 90
RD 00000130 8 149846620824134805
RD 00000338 8 -1773107427846589331
RD 000002B1 1 -27
RD 000003C0 4 -1258984055
RD 000002B8 8 -7494001901240568471
RD 000000CE 2 31496
RD 00000038 2 8634
RD 0000029C 1 97
RD 00000144 4 2042159596
RD 00000154 2 -28235
RD 00000080 8 -5750281954659273290
RD 000003B1 1 -29
RD 0000000E 1 -26
RD 00000260 8 6533415309530615383
RD 00000250 4 -395027880
RD 0000035A 2 6308
RD 00000078 1 90
RD 00000096 2 32404
RD 0000030E 1 -82
RD 00000098 2 13557
RD 00000004 4 -447554784
RD 0000007A 2 30450
RD 000000F2 1 -120
RD 00000010 2 16285
RD 00000286 2 -2258
RD 000003FC 2 273
RD 0000008C 2 19935
RD 000001A8 4 396891284
RD 000001BC 2 -12825
RD 000002D6 2 22619
RD 000001C8 8 -3897923673185650740
RD 000003C6 2 -4371
RD 00000008 8 1567602629209286237
RD 0000014C 2 6261
RD 00000348 4 -712286392
RD 000000C6 1 -121
RD 0000028C 4 949176336
RD 000000DC 2 -6022
RD 0000024B 1 -122
RD 00000020 4 509404932
RD 000003B6 2 -6920
RD 0000018E 1 70
RD 00000158 8 3320397864067045710
