# ./genrand 0 1024 1000 3 12345
# random trace
RD 0000032C 2 21308
RD 0000017E 2 -1537
RD 0000029C 2 -9040
RD 000002E8 1 -126
RD 00000000 2 11622
RD 0000008C 4 2074709251
RD 000002B0 4 819780023
RD 000002B0 2 12508
RD 00000274 4 -555789001
RD 00000046 1 46
RD 00000298 2 -29782
RD 000000F0 4 -1899595218
RD 000002B8 1 6
RD 000002EC 1 10
RD 0000016C 4 -42663184
RD 0000001C 4 -1545508400
RD 0000033E 1 92
RD 00000130 2 -8122
RD 00000104 4 1877687193
RD 000001AE 1 -33
RD 000003AE 2 6284
RD 00000318 4 -356673304
RD 0000002C 2 -2760
RD 0000004C 4 -1805109262
RD 0000003C 4 -519794647
RD 00000024 4 -1588763660
RD 00000136 1 83
RD 00000308 4 2145325706
RD 000002E2 2 -14951
RD 000003A8 2 -1499
RD 00000250 4 157225195
RD 0000020E 2 -18863
RD 00000056 2 10702
RD 000003CC 2 -16437
RD 00000354 4 771329805
RD 000002F0 4 -258529807
RD 00000330 2 -19600
RD 000002C4 1 -110
RD 0000005C 1 -56
RD 00000270 2 18500
RD 00000146 1 78
RD 00000374 4 670364410
RD 000001F4 1 -56
RD 00000376 2 -3334
RD 000002E8 4 -2111144234
RD 000001B8 2 -2701
RD 00000005 1 13
RD 0000010C 4 -1567684303
RD 000001FE 2 -24861
RD 000003E0 4 -2111758194
RD 00000064 1 89
RD 00000336 1 64
RD 00000370 2 -18642
RD 00000140 4 -264619157
RD 000000F6 1 -44
RD 000002D0 2 -17243
RD 000002F4 2 9903
RD 0000029D 1 -80
RD 000000D0 4 -1858162720
RD 00000073 1 58
RD 0000012E 2 -6490
RD 00000158 4 -914714857
RD 000002FC 1 -2
RD 00000272 1 -7
RD 00000384 4 -1526997489
RD 0000018F 1 32
RD 0000037F 1 -24
RD 00000084 4 437979713
RD 0000036B 1 -105
RD 00000088 4 1973877559
RD 0000024E 2 -5290
RD 00000205 1 77
RD 00000322 2 -8555
RD 00000398 4 -538250619
RD 000002E4 2 8886
RD 000003EC 2 4657
RD 00000069 1 89
RD 00000060 2 -18827
RD 000000E2 2 19904
RD 000003E8 4 -616080997
RD 0000015B 1 23
RD 00000198 4 -1757349096
RD 000003DC 4 -227886206
RD 00000396 2 27669
RD 00000200 4 330302700
RD 0000001C 4 -1545508400
RD 000000B0 2 -31225
RD 000002B8 4 112789731
RD 000000CE 2 14905
RD 000003C4 1 11
RD 0000000E 2 2904
RD 000002DC 4 -249962740
RD 00000186 2 24026
RD 00000308 4 2145325706
RD 000001DB 1 -51
RD 0000017C 2 -32399
RD 00000380 2 -17113
RD 00000366 2 22268
RD 000001B4 4 -457869188
RD 000001D8 2 25671
RD 00000058 4 -356217141
RD 00000384 2 -23301
RD 00000164 4 1669630888
RD 00000118 4 -1815259406
RD 0000023D 1 -122
RD 000003B8 2 22153
RD 00000176 1 -82
RD 000003DF 1 -126
RD 00000356 2 -28915
RD 000000C0 1 -54
RD 00000000 4 761670198
RD 0000027E 2 18811
RD 000001CC 4 -1614477874
RD 000001CA 2 -6528
RD 00000210 4 1211154193
RD 000000A4 4 597896088
RD 000001A0 1 36
RD 000001B6 1 120
RD 0000039F 1 52
RD 00000028 4 -1815990837
RD 00000318 4 -356673304
RD 00000078 4 -1969797550
RD 0000032E 2 25689
RD 000000B8 4 96191205
RD 00000028 2 -27710
RD 00000358 2 -11560
RD 000003C2 2 26014
RD 000000E8 4 712840926
RD 00000233 1 -70
RD 00000157 1 35
RD 00000028 4 -1815990837
RD 0000030A 1 18
RD 00000178 1 82
RD 000000DA 2 -29804
RD 0000024C 2 -1978
RD 00000008 4 1380277816
RD 000001CA 2 -6528
RD 00000108 1 104
RD 0000019C 4 -1309403133
RD 000002E9 1 42
RD 000001A4 2 -26347
RD 000001D6 2 -19983
RD 000001FC 4 1012113123
RD 000003E8 4 -616080997
RD 0000015C 4 -616323893
RD 00000074 1 -111
RD 000001CE 2 1486
RD 0000030C 2 10862
RD 000001E6 2 18596
RD 000001FC 2 15443
RD 00000376 2 -3334
RD 0000016C 4 -42663184
RD 0000005C 4 -937495455
RD 00000376 1 -14
RD 00000370 2 -18642
RD 00000078 4 -1969797550
RD 000001E0 4 -1480650464
RD 00000374 2 10228
RD 00000217 1 -49
RD 000003FC 2 -17868
RD 0000027E 2 18811
RD 000001C4 4 2031733800
RD 000000E0 2 3732
RD 00000144 4 -58503664
RD 000003CC 1 -65
RD 000002C4 4 -1843072740
RD 0000023C 4 -1786374629
RD 000003F8 4 -11568655
RD 00000104 4 1877687193
RD 00000304 2 -17836
RD 000000DC 1 -108
RD 00000031 1 43
RD 000002DB 1 -78
RD 000002D8 2 18577
RD 00000010 4 -1524234272
RD 000003E8 4 -616080997
RD 000002CC 4 1424018564
RD 00000290 2 27815
RD 0000023C 4 -1786374629
RD 000003C0 4 -1894292066
RD 00000114 4 204700263
RD 000001B2 2 16810
RD 00000302 2 -25055
RD 00000164 4 1669630888
RD 0000004E 1 55
RD 00000330 4 -1284471079
RD 00000288 1 -99
RD 00000034 4 -1291980574
RD 000003AC 2 16869
RD 00000306 2 24892
RD 00000242 2 12620
RD 000003DE 2 -17534
RD 000001A4 2 -26347
RD 00000074 1 -111
RD 00000190 4 -794580035
RD 000000CB 1 24
RD 000000E4 4 -1244349187
RD 00000020 4 1200883543
RD 00000270 2 18500
RD 000000E3 1 -64
RD 0000027A 2 10188
RD 00000014 4 -1484291606
RD 000001E4 4 -656521052
RD 000002C4 4 -1843072740
RD 00000190 4 -794580035
RD 00000257 1 -5
RD 00000103 1 61
RD 00000062 2 -25701
RD 00000302 2 -25055
RD 00000324 4 -515911072
RD 0000008E 1 -115
RD 00000054 1 -78
